X,USRINDEX Index,CONSSENT Index,LEI CEXP Index,ADS BCI Index,CFNAI Index,COI TOTL Index,LEI LCI Index,LEI YOY Index,OUSTDIFF Index,PHFFANX0 Index,S5FINL Index,MOODCAVG Index,MOODCBAA Index, MOODCAAA Index,USGG10YR Index,LEI BP Index,NHSLNFS Index,NHSLTOT Index,NMCMFUS Index,NAPMNEWO Index, NAPMINV Index,NAPMPMI Index,CRB RIND Index,ECRSUSCP Index,IPVPTRMH Index,LEI NWCN Index,USCRWTIC Index,DXY Index,GDP CYOY Index,LEI M2 Index,M1% YOY Index,CPI YOY Index,SPX Index,LEI STKP Index,TRAN Index,INJCJC4 Index,LEI AVGW Index,LEI WKIJ Index,NFP T Index,OUST#NEG Index,USESTEMP Index,DLJHYTW Index,LEI IRTE Index,USGG3M Index,USGG5YR Index
8/1/89,0,89.6,80.3,0.1235,0.586,73.7,NA,0.5,60,NA,NA,9.36,9.88,8.96,8.251,1371,364,697,10.22,45.2,43.5,45.1,328.73,58.3,0.25,112.73,18.83,102.19,NA,4445.6,-0.5,4.7,351.45,346.61,1509.42,334.5,40.9,332.3,108115,7,NA,14.07,-0.88,8.155,8.266
9/1/89,0,95.8,88.6,-0.3902,-0.6823,73.7,NA,0.2,64,11.86,82.76,9.41,9.91,9,8.286,1351,366,639,10.16,46,44.8,46,328.21,59.55,0.24,113.13,20.13,98.41,3.9,4462.3,-0.3,4.3,349.15,347.33,1450.04,337.75,40.8,337.7,108365,7,NA,14.55,-0.83,8.171,8.327
10/1/89,0,93.9,87.2,-0.2718,-0.5267,73.7,NA,-0.5,60,NA,79.23,9.34,9.81,8.92,7.909,1403,365,645,9.82,49.3,43.8,46.8,318.64,59.18,0.2,110.72,19.94,98.13,NA,4476.1,0.4,4.5,340.36,347.4,1205.01,363.25,40.8,363.4,108476,12,NA,15.2,-0.83,8.032,7.846
11/1/89,0,90.9,84.3,0.014,0.2403,73.9,NA,-0.6,68,NA,78.96,9.32,9.81,8.89,7.826,1382,365,684,9.74,49.3,41.4,46.8,308.38,57.03,0.24,112.63,19.89,96.32,NA,4493,0.4,4.7,345.99,340.22,1170.7,336.75,40.7,339.4,108753,4,NA,15.36,-0.68,7.839,7.726
12/1/89,0,90.5,85.5,-0.147,-0.025,74.1,NA,-0.8,66,25.73,76.14,9.3,9.82,8.86,7.935,1462,365,630,9.78,50.4,43.9,47.4,300.4,56.66,0.24,112.94,21.82,93.16,2.8,4506.9,0.8,4.6,353.4,348.57,1177.81,358,40.5,357.9,108849,6,NA,15.51,-0.61,7.779,7.832
1/1/90,0,93,83.4,0.087,-0.384,74.1,NA,-1.2,68,NA,68.08,9.43,9.94,8.99,8.418,1797,365,620,10.05,49.1,42.7,47.2,300.98,56.12,0.23,109,22.28,92.55,NA,4492.2,1.2,5.2,329.08,339.97,1045.87,361,40.5,360.8,109184,7,1156.3,16.31,-0.02,8.009,8.318
2/1/90,0,89.5,81.3,0.4767,0.7939,74.5,NA,-1.3,70,NA,70.26,9.64,10.14,9.22,8.515,1366,365,591,10.31,52.5,41.4,49.1,303.94,56.84,0.21,113.09,21.54,93.39,NA,4488.3,1.8,5.3,331.89,330.45,1129.09,358.25,40.6,354,109432,7,1163.1,16.95,0.23,8.03,8.451
3/1/90,0,91.3,81.3,-0.0568,0.2235,74.6,NA,-0.7,70,20.36,68.03,9.73,10.21,9.37,8.628,1281,362,574,10.22,52.3,41.2,49.9,310.27,58.63,0.23,115.39,20.03,93.77,2.9,4484.2,2.4,5.2,339.94,338.47,1183.14,343.75,40.7,343.9,109647,6,1168.8,16.72,0.31,8.044,8.638
4/1/90,0,93.9,83.9,-0.3554,-0.9475,74.6,NA,-1.3,60,NA,64.99,9.82,10.3,9.46,9.022,1168,362,542,10.56,53.7,41.3,50,310.61,57.3,0.23,113.07,18.54,93.08,NA,4487.4,3.5,4.7,330.8,338.18,1129.98,361.75,40.5,361.6,109687,9,1162.4,16.85,0.53,8.032,9
5/1/90,0,90.6,79.3,-0.2252,-0.1646,74.7,1.41,-1,54,NA,72.89,9.87,10.41,9.47,8.599,1097,358,534,10.29,51.7,40,49.5,317.01,57.5,0.24,115.05,17.4,92.93,NA,4473.1,3.8,4.4,361.23,350.25,1171.53,355.25,40.6,358.8,109839,7,1161.6,16.6,0.58,8.018,8.549
6/1/90,0,88.3,76.6,-0.4206,-0.1376,74.8,0.92,-1,28,11.43,70.42,9.67,10.22,9.26,8.412,1139,353,545,10.15,52,42.6,49.2,317.62,57.29,0.25,114.78,17.07,91.15,2.5,4470.2,4.6,4.7,358.02,360.39,1142.7,361,40.7,360.9,109862,13,1163.5,15.89,0.19,7.992,8.337
7/1/90,1,88.2,77.3,-0.6657,-0.8629,74.8,0.68,-1,18,NA,67.01,9.65,10.2,9.24,8.341,1108,350,542,9.98,46.7,39.6,46.6,321.21,57.92,0.23,113.49,20.69,87.2,NA,4474.5,4.2,4.8,356.15,360.03,1093.43,367,40.6,367,109834,19,1164.9,15.48,0.32,7.726,8.108
8/1/90,1,76.4,62.9,-0.7828,-0.5683,74.8,2.36,-2.7,-2,NA,58.62,9.84,10.41,9.41,8.846,1099,344,528,10.24,45.5,43,46.1,319.86,59.89,0.24,115.32,27.28,86.58,NA,4469.8,4.7,5.6,322.56,330.75,901.44,390,40.5,389.8,109613,17,1158.9,16.7,0.62,7.611,8.44
9/1/90,1,72.8,58.8,-1.2799,-1.0626,74.6,2.71,-3.9,-10,28.46,51.02,10.02,10.64,9.56,8.795,1003,339,496,10.22,44.9,40.8,44.5,321.64,60.99,0.21,112.43,39.6,85.91,1.7,4460.4,5,6.2,306.05,315.41,841.35,394.5,40.5,394.7,109525,26,1163.4,18.44,0.69,7.35,8.456
10/1/90,1,63.9,50.9,-1.8086,-1.5423,74.2,3.33,-4.7,-24,NA,46.74,10.03,10.74,9.53,8.617,951,335,465,10.17,43.1,41.2,43.2,306.37,59.78,0.23,112.58,33.85,83.27,NA,4441.6,4.2,6.3,304,307.12,822.3,425.25,40.4,425.4,109366,27,1141.3,19.1,0.61,7.335,8.219
11/1/90,1,66,52.8,-1.7297,-2.0432,74,2.94,-6.5,-28,NA,54.71,9.85,10.62,9.3,8.252,967,328,493,9.9,40.4,40.9,41.3,302.89,58.12,0.22,109.06,30.9,82.94,NA,4439.9,4.3,6.3,322.22,315.29,853,452,40.2,452.1,109216,30,1135.6,18.58,0.58,7.26,7.985
12/1/90,1,65.5,53.7,-1.4633,-1.4033,73.8,2.47,-7.5,-24,71.13,57.56,9.63,10.43,9.06,8.067,885,321,464,9.68,38.5,39.6,40.8,301.21,56.97,0.2,105.55,28.5,83.12,0.6,4446.8,4,6.1,330.22,328.75,910.23,456,40.3,456.2,109160,33,1128.6,18.72,0.77,6.635,7.679
1/1/91,1,66.8,55.2,-1.5951,-1.6138,73.5,2.86,-8.5,-32,NA,61.65,9.62,10.45,9.04,8.007,808,315,401,9.56,38.1,39.6,39.2,293.68,53.52,0.2,106.71,21.6,82,NA,4449.1,4,5.7,343.93,325.49,1069.11,439.75,40.2,456.8,109040,36,1140.9,18.28,1.18,6.38,7.607
2/1/91,1,70.4,62,-1.4044,-1.5524,73.4,0.6,-8.5,-30,NA,68.17,9.36,10.07,8.83,8.033,877,314,482,9.4,39.2,39.9,39.4,295.15,52.67,0.17,106.37,19.12,84.07,NA,4467.4,4.3,5.3,367.07,362.26,1131.17,484,40.1,485.5,108735,34,1125,16.87,1.6,6.261,7.695
3/1/91,1,87.7,84.5,-0.7661,-1.4834,73.2,0.17,-9,-26,86.38,72,9.43,10.09,8.93,8.061,937,308,507,9.52,42.4,43.6,40.7,291.29,52.21,0.17,103.34,19.6,92.01,-0.9,4488.7,4.6,4.9,375.22,372.28,1109.49,501.25,40,501.3,108577,31,1115.5,15.8,1.99,5.933,7.754
4/1/91,0,81.8,74.7,-0.0864,-0.2179,73.4,-0.15,-7.8,10,NA,72.36,9.33,9.94,8.86,8.013,942,302,508,9.53,46.1,39.6,42.8,293.86,53.25,0.17,109,20.94,91.54,NA,4494.7,4.6,4.9,375.35,379.68,1142.81,467.25,40.1,467.1,108366,26,1111.8,15.44,2.13,5.687,7.61
5/1/91,0,78.3,71.5,0.3212,-0.3346,73.5,0.22,-7.1,20,NA,75.76,9.32,9.86,8.86,8.059,1019,298,517,9.45,48.9,37.3,44.5,285.89,52.5,0.18,111.15,21.13,93.15,NA,4489.8,5.5,5,389.83,377.99,1229.02,442.25,40.1,442.1,108241,15,1109.4,15.56,2.29,5.693,7.705
6/1/91,0,82.1,75.9,0.089,0.1287,73.7,0.26,-7,42,60.18,70.63,9.45,9.96,9.01,8.227,991,295,516,9.67,58.4,37.1,50.3,282.23,52.59,0.16,108.79,20.54,96.03,-0.5,4493.1,5.9,4.7,371.16,378.29,1151.45,427.75,40.5,427.7,108338,13,1112.9,15.35,2.38,5.693,7.879
7/1/91,0,82.9,74.4,-0.3572,-0.1579,73.7,0.45,-5.5,56,NA,74.48,9.42,9.89,9,8.147,1000,294,511,9.5,55.6,39.1,50.6,279.86,51.31,0.22,113.83,21.72,93.49,NA,4489.7,6.4,4.4,387.81,380.23,1220.56,418.25,40.5,418.6,108302,12,1109.9,14.91,2.45,5.676,7.737
8/1/91,0,82,75.3,-0.1468,-0.4881,73.7,-0.63,-4.1,50,NA,77.44,9.16,9.65,8.75,7.816,970,291,526,9.15,60.1,39,52.9,272.22,51.1,0.16,112.85,22.26,93.49,NA,4476.5,6.3,3.8,395.43,389.4,1212.27,430,40.6,430.1,108308,10,1120.8,14.59,2.24,5.484,7.338
9/1/91,0,83,76.4,-0.1806,0.4053,73.9,-0.3,-2.1,58,19.18,76.9,9.03,9.51,8.61,7.445,1001,291,487,8.92,60.7,45.9,54.9,272.22,51.54,0.16,114.12,22.23,89.9,-0.1,4460.1,6,3.4,387.86,387.2,1192.88,424.5,40.6,424.6,108340,6,1129.7,14.32,2.2,5.254,6.906
10/1/91,0,78.3,70.5,-0.6281,-0.6815,73.9,0.44,-1,44,NA,77.64,8.99,9.49,8.55,7.46,1019,289,524,8.78,58,40.5,53.1,269.79,50.84,0.15,113.53,23.48,89.94,NA,4458.1,7.1,2.9,392.46,386.88,1283.07,422.75,40.6,428.4,108356,9,1132.8,13.71,2.32,4.965,6.741
11/1/91,0,69.1,61.9,-0.7722,-0.631,73.9,0.07,0.6,46,NA,72.29,8.93,9.45,8.48,7.376,1012,287,575,8.7,53.5,42.8,49.5,272.95,50.86,0.16,113.63,21.48,88.19,NA,4454.2,8,3,375.22,385.92,1172.27,445,40.7,445,108299,11,1133.5,13.18,2.61,4.464,6.478
12/1/91,0,68.2,61.5,-0.5902,-1.1114,73.8,0,1.4,52,32.94,82.78,8.75,9.26,8.31,6.699,1091,284,558,8.35,49.5,38.8,46.8,267.25,49.63,0.2,110.23,19.12,83.53,1.2,4449.6,8.8,3.1,417.09,388.51,1358,456.75,40.7,456.6,108324,11,1141.7,12.9,2.66,3.958,5.928
1/1/92,0,67.5,59.1,-0.1663,-0.3744,74,-0.49,3.6,60,NA,81.31,8.64,9.13,8.2,7.274,1107,281,676,8.68,49.6,44.1,47.3,263.1,48.79,0.2,111.47,18.9,87.49,NA,4451.5,10.1,2.6,408.79,416.08,1354.26,441,40.6,441,108377,8,1150.6,11.77,3,3.935,6.428
2/1/92,0,68.8,61.8,0.2434,0.0158,74.2,-1.13,4.1,64,NA,84.15,8.75,9.22,8.29,7.25,1178,269,639,8.83,58.3,44,52.7,264.82,50.5,0.21,112.13,18.68,88.99,NA,4463.1,11.1,2.8,412.7,412.56,1428.25,442.75,40.7,442.7,108314,7,1157.3,11.16,3.28,4.017,6.564
3/1/92,0,76,70.3,0.4378,0.5547,74.3,-0.98,5.5,76,43.03,82.55,8.81,9.25,8.35,7.528,1112,279,554,8.98,63.3,44.3,54.6,273.34,51.09,0.22,117.49,19.44,89.65,2.9,4456.5,11.7,3.2,403.69,407.36,1383.78,429.5,40.7,429.5,108368,3,1169.9,10.96,3.56,4.144,6.924
4/1/92,0,77.2,70.5,0.256,0.3107,74.6,-0.59,5.3,84,NA,83.42,8.77,9.21,8.33,7.583,1084,274,546,8.84,59.1,43.2,52.6,281.41,52.05,0.21,118.75,20.85,89.62,NA,4439.3,11.9,3.2,414.95,407.41,1372.57,418.25,41,422.9,108527,2,1183.1,11.09,3.75,3.771,6.883
5/1/92,0,79.2,71.2,-0.032,-0.1041,74.7,-1.28,5.4,84,NA,84.88,8.71,9.13,8.28,7.318,1086,273,554,8.6,60.9,47,55.7,282.1,52.7,0.21,119.13,22.11,87.22,NA,4431.7,12,3,415.35,414.81,1370.14,414,40.9,414,108654,4,1198.5,11.07,3.57,3.77,6.602
6/1/92,0,80.4,70.7,0.1225,-0.0874,74.9,-0.97,5.6,88,9.08,86.47,8.63,9.05,8.22,7.121,1087,273,596,8.43,59.8,43.1,53.6,286.62,53.56,0.21,120.88,21.6,83.72,3.2,4416.7,11.4,3.1,408.14,408.27,1315.77,418.75,40.8,419,108721,7,1207.7,10.99,3.5,3.648,6.272
7/1/92,0,76.6,67.6,0.029,0.4207,75.1,-0.96,4.9,84,NA,88.64,8.44,8.84,8.07,6.709,1119,271,627,8.05,59.5,46.9,53.9,285.25,54.44,0.2,120.27,21.87,81.91,NA,4401.9,11.8,3.2,424.21,415.05,1317.64,446.75,40.8,446.8,108789,0,1212.5,10.73,3.59,3.244,5.822
8/1/92,0,76.1,69.5,-0.4386,-0.7187,75,-0.93,5.3,88,NA,84.68,8.29,8.66,7.95,6.604,1105,269,636,8.01,58.8,45.8,53.4,280.93,55.35,0.25,119.02,21.48,78.88,NA,4402.3,12.3,3.1,414.03,417.93,1221.26,403.25,40.8,403,108930,3,1222.8,10.89,3.29,3.223,5.575
9/1/92,0,75.6,67.4,-0.0078,-0.0876,75.1,-0.58,4.8,92,13.53,87.55,8.26,8.61,7.92,6.354,1145,265,650,8.02,51.1,42.3,49.7,281.01,54.37,0.23,119.09,21.71,81.1,3.7,4410.8,13.6,3,417.8,418.48,1276.57,417,40.7,412.5,108966,1,1230.3,10.71,3.2,2.741,5.324
10/1/92,0,73.3,67.5,0.2234,0.3207,75.2,0.78,5.3,92,NA,89.58,8.41,8.84,7.99,6.789,1164,264,621,8.21,53.8,42.4,50.3,275.73,52.71,0.21,117.94,20.62,87.63,NA,4414.4,14.3,3.2,418.68,412.5,1352.31,372.75,40.8,372.7,109146,2,1248.9,11.31,3.49,3.007,5.886
11/1/92,0,85.3,78.2,0.5443,0.1851,75.3,-0.06,6.3,88,NA,95.26,8.51,8.96,8.09,6.937,1149,262,614,8.29,58.8,42.1,53.6,267.86,52.89,0.22,119.83,19.89,90.83,NA,4410.7,14.4,3,431.35,422.84,1416.77,362.25,40.9,362,109284,1,1263.6,11.24,3.78,3.336,6.221
12/1/92,0,91,89.5,0.3823,0.4832,76.2,-0.62,8,90,12.16,99.13,8.29,8.81,7.98,6.686,1209,265,650,8.14,61,45,54.2,265.22,52.89,0.22,121.14,19.5,92.36,4.3,4402.7,14.3,2.9,435.71,435.64,1449.21,339,40.9,336.4,109495,1,1285.4,11.17,3.85,3.141,5.993
1/1/93,0,89.3,83.4,-0.1375,0.3786,75.9,-1.15,7.6,94,NA,102.35,8.24,8.67,7.91,6.359,1210,266,596,7.86,63,43.3,55.8,268.74,53.89,0.23,120.93,20.26,92.46,NA,4386.5,13.2,3.3,438.78,435.23,1506.42,346.75,41.1,346.9,109805,4,1295.8,10.69,3.58,2.966,5.549
2/1/93,0,86.6,80.6,-0.443,0.2768,76.1,-1.46,8,90,NA,104.35,8.01,8.4,7.71,6.02,1180,267,604,7.53,59.7,42.6,55.2,267.88,54.24,0.25,121.8,20.51,94.01,NA,4376.1,11.7,3.2,443.38,441.7,1518.1,338.25,41.1,338.4,110047,0,1304.7,10.29,3.23,2.997,5.208
3/1/93,0,85.9,75.8,-0.3055,-0.6492,75.9,-1.35,7,96,3.62,108.2,7.83,8.15,7.58,6.024,1086,270,602,7.5,58.1,45.6,53.5,264.76,53.64,0.26,122.15,20.44,91.87,3.3,4365.4,10.9,3.1,451.67,450.16,1570.07,351,40.8,351,109998,0,1318.2,10,2.91,2.957,5.24
4/1/93,0,85.6,76.4,0.0177,0.3379,76.2,-0.91,6.9,94,NA,104.49,7.76,8.14,7.46,6.009,1135,272,701,7.43,53,44.7,50.2,259.65,52.94,0.26,120.44,20.53,89.5,NA,4354.4,11,3.2,440.19,443.08,1592.84,349.25,41.5,349.2,110306,0,1341.7,9.99,3.01,2.956,5.107
5/1/93,0,80.3,68.5,-0.1942,-0.0858,76.3,-0.62,6.2,94,NA,104.05,7.78,8.21,7.43,6.149,1143,275,626,7.5,55.2,44.8,51.2,257.03,51.2,0.27,122.07,20.02,89.08,NA,4374.7,12.1,3.2,450.19,445.25,1579.12,343.75,41.1,343.8,110573,1,1363.8,10.04,3.04,3.11,5.368
6/1/93,0,81.5,70.4,-0.0516,-0.0335,76.4,-0.92,6.1,96,7.86,109.14,7.66,8.07,7.33,5.776,1162,275,653,7.34,51.6,46.5,49.6,256.41,51.3,0.28,123.47,18.85,93.61,2.8,4382.1,12.6,3,450.53,448.06,1549.92,342.75,40.9,340.4,110754,1,1378.7,9.85,2.92,3.08,5.047
7/1/93,0,77,64.7,-0.0568,0.0297,76.6,-1.26,5.8,96,NA,111.09,7.5,7.93,7.17,5.807,1207,278,655,7.25,53.8,45.5,50.2,257.54,51.47,0.24,119.9,17.88,95.37,NA,4375.7,12.6,2.8,448.13,447.29,1613.81,355,41.1,355.1,111052,2,1398.9,9.78,2.75,3.1,5.146
8/1/93,0,77.3,65.8,-0.018,-0.0149,76.7,-2.18,5.9,96,NA,113.8,7.19,7.6,6.85,5.448,1264,286,645,6.97,55.3,44.4,50.7,254.84,51.77,0.26,120.35,18.29,93.95,NA,4374,12.4,2.8,463.56,454.13,1665.53,341,41.1,341,111212,1,1411.6,9.8,2.65,3.07,4.789
9/1/93,0,77.9,66.8,0.2621,0.471,76.9,-1.66,6.3,96,7.01,115.71,6.98,7.34,6.66,5.382,1286,287,726,6.89,52.6,46.2,50.8,251.32,49.85,0.27,122.79,18.79,92.82,2.3,4378.3,11.8,2.7,458.93,459.24,1628.13,339,41.3,338.5,111451,1,1427.6,10.03,2.27,2.977,4.772
10/1/93,0,82.7,72.5,0.4164,0.5131,77,-1.33,6.4,96,NA,108.85,6.97,7.31,6.67,5.427,1323,290,704,6.86,58.9,48.6,53.4,256.81,50.26,0.28,124.74,16.92,95.08,NA,4370.9,10.9,2.8,467.83,463.9,1727.07,354,41.3,354,111737,1,1463.2,9.65,2.34,3.1,4.847
11/1/93,0,81.2,70.3,0.728,0.4709,77.3,-1.06,6.1,96,NA,104.95,7.25,7.66,6.93,5.819,1395,293,769,7.31,60.4,45.5,53.8,259.24,50.81,0.28,123.93,15.43,96.21,NA,4380,10.7,2.7,461.79,462.89,1757.2,341,41.3,340.9,111999,1,1466.9,9.41,2.7,3.204,5.158
12/1/93,0,88.2,78.8,0.4514,0.6654,78.1,-1.01,6.1,96,3.34,106.81,7.26,7.69,6.93,5.794,1502,293,812,7.13,62.4,43.2,55.6,266.5,51.61,0.28,125.65,14.17,96.84,2.6,4384.2,10.2,2.7,466.45,465.95,1762.32,324,41.4,324,112311,1,1483.2,9.28,2.81,3.059,5.208
1/1/94,0,94.3,86.4,-0.0439,0.1423,77.9,-1.56,5.5,94,NA,112.27,7.25,7.65,6.93,5.642,1390,294,619,6.97,63.5,43.9,56,272.38,53.27,0.29,126.88,15.19,95.59,NA,4381.9,9.8,2.5,481.61,472.99,1858.98,363.75,41.4,363.7,112583,2,1499.9,8.87,2.7,3.027,5.022
2/1/94,0,93.2,83.5,0.5168,0.2426,78,-1.63,5,94,NA,106.02,7.39,7.76,7.08,6.129,1269,295,686,7.32,62.2,44.6,56.5,277.5,54.37,0.3,127.69,14.48,94.55,NA,4372.4,9.9,2.5,467.14,471.58,1762.31,348.5,40.9,348.5,112783,1,1527.8,9.12,2.72,3.429,5.573
3/1/94,0,91.5,85.1,0.8522,1.3446,78.5,-0.85,6.6,94,4.3,101.53,7.78,8.13,7.48,6.738,1342,298,747,8.04,62.8,43,56.9,279.37,54.47,0.29,129.81,14.79,93.06,3.4,4367.9,9.8,2.5,445.77,463.81,1635.19,335.75,41.7,334.1,113248,2,1566.6,10.12,3.14,3.553,6.226
4/1/94,0,92.6,82.6,0.5348,0.4721,78.8,-0.09,6.6,92,NA,104.79,8.18,8.52,7.88,7.042,1392,297,692,8.32,62.7,45.9,57.4,285.74,55.65,0.31,130.31,16.9,92.12,NA,4367.8,8.9,2.4,450.91,447.23,1660.13,344.5,41.8,344.5,113597,1,1594.1,10.58,3.41,3.945,6.635
5/1/94,0,92.8,84.2,0.5066,0.7744,79.1,-0.2,6.8,94,NA,110.13,8.29,8.62,7.99,7.147,1396,302,691,8.53,61.6,47.6,58.2,287.39,56.66,0.31,131.37,18.31,92.52,NA,4373.3,7.3,2.3,456.5,450.9,1627.9,359,41.8,358.9,113931,2,1601.1,10.66,3.17,4.244,6.761
6/1/94,0,91.2,82.7,0.3246,0.6295,79.4,-0.53,7.5,98,2.88,106.68,8.27,8.65,7.97,7.32,1357,315,621,8.57,65,48.3,58.8,289.69,57.79,0.31,131.23,19.37,89.62,4.2,4347.2,6.5,2.5,444.27,454.83,1595.68,340,41.8,337.2,114247,0,1628.7,10.92,2.85,4.215,6.949
7/1/94,0,89,78.5,0.3324,0.2275,79.5,-0.87,7.8,96,NA,108.96,8.42,8.8,8.11,7.111,1335,319,628,8.57,64.2,45.1,58.5,301.86,59.41,0.34,131.63,20.3,89.87,NA,4341.9,6.1,2.8,458.26,451.4,1587.26,344.25,41.8,344.4,114625,1,1653.1,11.01,3.04,4.359,6.73
8/1/94,0,91.7,80.8,0.4494,1.0189,79.9,-1.19,8,98,NA,112.51,8.36,8.74,8.07,7.173,1377,323,656,8.56,63,44.9,58,310.26,61.65,0.36,132.57,17.58,89.67,NA,4326.9,5.1,2.9,475.49,464.24,1642.22,336.25,41.7,336.2,114902,1,1664.5,11.13,2.77,4.661,6.804
9/1/94,0,91.5,83.5,0.4309,0.3796,80.1,-0.73,8.1,98,6.36,104.12,8.6,8.97,8.33,7.603,1412,331,677,8.82,62.7,46.1,59,316.19,62.32,0.37,132.34,18.39,87.88,4.3,4321.9,4.3,3,462.69,466.96,1491.59,328,41.6,328,115254,0,1685.5,11.34,2.73,4.773,7.28
10/1/94,0,92.7,85.1,0.6581,0.9036,80.5,0.07,8.3,96,NA,105.6,8.83,9.21,8.57,7.807,1397,330,715,9.03,63,47.6,59.4,322.5,63.67,0.38,133.21,18.17,85.69,NA,4313.3,3.3,2.6,472.35,463.81,1526.99,334.25,41.8,334.1,115467,2,1696.2,11.56,2.98,5.146,7.485
11/1/94,0,91.6,84.8,0.7476,0.8258,80.8,0.5,7.9,96,NA,99.1,8.94,9.31,8.68,7.906,1340,333,646,9.25,61.5,47.3,59.2,334.75,65.82,0.37,132.84,18.05,89.13,NA,4309,2.4,2.7,453.69,461.01,1443.39,328,41.7,326.9,115887,1,1716,11.96,2.67,5.712,7.788
12/1/94,0,95.1,88.8,0.5087,0.8986,81.2,0.73,7.2,96,2.28,100,8.73,9.1,8.46,7.822,1396,336,629,9.18,58.9,45,56.1,345.12,66.09,0.34,136.12,17.76,88.72,4.1,4304.1,1.9,2.7,459.27,455.19,1455.03,323,41.8,323.1,116162,1,1719.6,11.98,2.36,5.687,7.827
1/1/95,0,97.6,88.4,-0.0182,0.2599,81.4,-0.6,7.4,92,NA,106.08,8.71,9.08,8.46,7.581,1282,341,626,9.13,59.7,45.2,57.4,349.52,66.33,0.4,135.22,18.39,87.99,NA,4300.8,1.8,2.8,470.42,465.25,1493.46,333.5,41.8,333.3,116488,3,1735.3,11.92,2.25,5.995,7.506
2/1/95,0,95.1,85.9,-0.2887,-0.2426,81.5,-0.56,7.2,90,NA,111.67,8.5,8.85,8.26,7.201,1254,346,559,8.73,56.6,47,55.1,340.92,64.27,0.4,134.43,18.49,85.93,NA,4289.2,1,2.9,487.39,481.92,1595.69,337.75,41.7,341.2,116691,2,1743.9,11.47,1.55,5.938,7.039
3/1/95,0,90.3,79.8,-0.3681,-0.0707,81.6,-1.45,5.7,86,1.94,111.81,8.35,8.7,8.12,7.196,1226,346,616,8.38,51.9,47,52.1,344.47,65.1,0.39,133.01,19.17,81.9,3.5,4282.7,0.6,2.9,500.71,493.15,1635.74,339.25,41.5,339.3,116913,2,1736.5,11.47,1.22,5.87,7.071
4/1/95,0,92.5,83.8,-0.4443,-0.6145,81.6,-1.55,4.9,84,NA,115.56,8.25,8.6,8.03,7.055,1259,348,621,8.26,52.2,44.2,51.5,353.83,66.24,0.39,132.94,20.38,81.8,NA,4281.3,0.7,3.1,514.71,507.91,1686.28,354,41,353.8,117075,5,1728.3,11.16,1.01,5.86,6.881
5/1/95,0,89.8,80.1,-0.0585,-0.2494,81.7,-0.97,4.4,80,NA,124.22,7.86,8.2,7.65,6.284,1271,349,674,7.85,44,43.3,46.7,353.03,65.57,0.37,131.13,18.89,82.57,NA,4305.2,0.2,3.2,533.4,523.81,1662.99,370.25,41.2,370.2,117059,3,1719.6,10.69,0.62,5.801,6.052
6/1/95,0,92.7,84.1,-0.1478,0.2858,82,-1.15,3.6,74,12.41,124.68,7.54,7.9,7.3,6.203,1305,348,725,7.53,43.5,43,45.9,354.39,64.57,0.37,130.89,17.4,81.58,2.4,4331.7,-0.1,3,544.75,539.35,1748.69,364.5,41.2,364.6,117294,1,1716.9,10.73,0.17,5.568,5.967
7/1/95,0,94.4,87.4,0.1111,-0.7514,81.9,-1.02,3,82,NA,128.01,7.66,8.04,7.41,6.426,1354,344,765,7.79,52.7,46.5,50.7,337.8,63.01,0.33,131.31,17.56,81.57,NA,4348.4,-0.5,2.8,562.06,557.37,1891.45,375.5,41.1,375.7,117396,5,1716,10.53,0.43,5.577,6.155
8/1/95,0,96.2,86.1,0.5807,0.936,82.4,-1.26,2.9,86,NA,134.91,7.81,8.19,7.57,6.284,1386,350,701,7.76,46.5,45.5,47.1,340.87,63.8,0.36,133.13,17.84,85.57,NA,4365.5,-0.4,2.6,561.88,559.11,1900.89,356.25,41.2,357.1,117644,2,1739.7,10.63,0.75,5.445,6.067
9/1/95,0,88.9,78.8,0.0596,0.2067,82.6,-1.38,2.6,88,10.38,143.26,7.56,7.94,7.32,6.182,1421,353,678,7.62,49.4,40.3,48.1,333.4,62.54,0.38,133.38,17.54,84.29,2.7,4378.5,-0.9,2.5,584.41,578.77,1954.25,363.75,41.2,363.7,117886,2,1775.7,10.56,0.4,5.411,6.015
10/1/95,0,90.2,80.8,-0.1368,-0.3467,82.7,-0.38,1.7,90,NA,138.75,7.39,7.75,7.13,6.02,1400,359,696,7.45,47.5,42.2,46.7,333.96,61.27,0.35,133.53,17.64,83.66,NA,4381,-1.1,2.8,581.5,582.92,1936.12,371.5,41.2,371.4,118040,3,1773.1,10.4,0.28,5.509,5.809
11/1/95,0,88.2,79.7,0.0465,-0.1009,83,-1.17,1.5,86,NA,148.41,7.3,7.68,7.02,5.741,1430,366,664,7.33,48.6,43.3,45.9,337.23,61.88,0.33,132.44,18.18,85.26,NA,4389.5,-1.5,2.6,605.37,595.53,2070.32,377,41.3,375.3,118189,4,1773.6,10.37,0.13,5.487,5.517
12/1/95,0,91,83.7,-0.3949,0.0383,83.1,-0.63,0.9,88,8.94,149.64,7.11,7.49,6.82,5.572,1442,370,709,7.11,45.9,43.1,46.2,332.15,63.25,0.36,135.28,19.55,84.76,2.3,4391.9,-2,2.5,615.93,614.57,1981,363,40.9,363,118322,2,1778.6,10.18,0.11,5.077,5.381
