X,USRINDEX Index,CONSSENT Index,LEI CEXP Index,ADS BCI Index,CFNAI Index,COI TOTL Index,LEI LCI Index,LEI YOY Index,OUSTDIFF Index,PHFFANX0 Index,S5FINL Index,MOODCAVG Index,MOODCBAA Index, MOODCAAA Index,USGG10YR Index,LEI BP Index,NHSLNFS Index,NHSLTOT Index,NMCMFUS Index,NAPMNEWO Index, NAPMINV Index,NAPMPMI Index,CRB RIND Index,ECRSUSCP Index,IPVPTRMH Index,LEI NWCN Index,USCRWTIC Index,DXY Index,GDP CYOY Index,LEI M2 Index,M1% YOY Index,CPI YOY Index,SPX Index,LEI STKP Index,TRAN Index,INJCJC4 Index,LEI AVGW Index,LEI WKIJ Index,NFP T Index,OUST#NEG Index,USESTEMP Index,DLJHYTW Index,LEI IRTE Index,USGG3M Index,USGG5YR Index
12/1/82,0,71.9,67.9,0.0991,-0.7987,58,NA,-0.5,14,33.41,NA,13.02,14.14,11.83,10.389,1407,253,521,13.57,46,34.7,42.8,226.9,NA,0.19,82.44,NA,117.36,-1.4,3487.4,8.7,3.8,140.64,139.37,448.38,518,39,517.9,88769,13,NA,NA,1.59,7.92,10.09
1/1/83,0,70.4,65.2,0.3151,1.5357,58.4,NA,2.2,48,NA,NA,12.9,13.94,11.8,10.802,1485,259,582,13.1,50.3,36.3,46,236.8,NA,0.15,86.84,NA,121.12,NA,3566.9,7.8,3.7,145.3,144.27,463.55,492.75,39.3,492.8,88993,12,NA,NA,1.78,8.1,10.314
2/1/83,0,74.6,71.2,0.0082,-0.7173,58.3,NA,2.9,70,NA,NA,13.02,13.95,12.01,10.272,1532,261,562,12.98,60.6,40.1,54.4,247.5,NA,0.17,87.8,NA,120.35,NA,3628.1,9.6,3.5,148.06,146.8,491.98,488.75,39.3,488.7,88918,9,NA,NA,2.21,7.93,9.824
3/1/83,0,80.8,80.9,0.7543,0.9058,58.6,NA,4.8,82,11.31,NA,12.71,13.61,11.73,10.622,1536,262,596,12.82,60.8,44.2,53.9,253.2,NA,0.15,87.69,NA,122.21,1.6,3656.2,10.8,3.6,152.96,151.88,507.39,480.25,39.6,479.3,89090,4,NA,NA,1.74,8.64,10.274
4/1/83,0,89.1,86.9,1.0445,0.9988,58.8,NA,5.7,84,NA,NA,12.44,13.29,11.51,10.272,1630,265,638,12.73,59.4,46,54.2,252.2,NA,0.15,89.35,NA,122.39,NA,3663.6,10.3,3.9,164.42,157.71,524.94,497.25,39.7,497,89366,3,NA,NA,1.6,8.08,9.884
5/1/83,0,93.3,93.4,1.1768,1.3185,59.1,NA,7.8,88,NA,NA,12.3,13.09,11.46,10.801,1738,273,664,12.68,61.8,45.7,56.1,251.9,NA,0.17,91.8,30.25,123.79,NA,3679,11.9,3.5,162.39,164.1,539.05,468,40,468.1,89643,3,NA,NA,1.75,8.48,10.444
6/1/83,0,92.2,89.2,1.3483,1.6058,59.5,NA,10.1,92,3.31,NA,12.54,13.37,11.74,10.899,1842,282,651,13.08,62.3,45.7,57.5,251.5,NA,0.2,94.27,31.35,124.94,3.4,3683.8,12.6,2.6,168.11,166.39,585.92,444.25,40.1,435.1,90022,1,NA,NA,1.87,8.982,10.707
7/1/83,0,92.8,90.5,0.6738,1.8047,59.9,NA,10.7,98,NA,NA,12.73,13.39,12.15,11.764,1869,288,606,13.65,70.3,50.8,63.6,260.1,NA,0.17,95.32,32,128.44,NA,3683.2,13.3,2.5,162.56,166.96,550.77,404.5,40.3,404.3,90440,0,NA,NA,2.01,9.51,11.602
8/1/83,0,90.9,88.2,1.3724,0.348,59.9,NA,12.2,98,NA,NA,13.01,13.64,12.51,11.94,1784,295,572,13.78,68.1,49.3,63.1,270.2,NA,0.27,96.51,31.65,130.84,NA,3683.6,13.1,2.6,164.4,162.42,548.58,435.75,40.3,435.9,90132,0,NA,NA,2.29,9.483,11.72
9/1/83,0,89.9,85.8,2.0039,2.7053,60.6,NA,12.7,100,7.67,NA,12.91,13.55,12.37,11.39,1651,299,608,13.65,66.9,48.6,62.5,269.5,NA,0.23,97.29,30.35,128.35,5.8,3686.9,12.2,2.9,166.07,167.16,561.58,409.25,40.6,409.1,91247,0,NA,NA,2.2,9.022,11.173
10/1/83,0,89.3,86.1,1.014,1.423,61,NA,13.6,100,NA,NA,12.79,13.46,12.25,11.717,1787,300,632,13.43,69.5,52.1,64.4,277.5,NA,0.22,100.25,30.35,128.4,NA,3709.1,11.3,2.9,163.55,167.65,577.17,399.5,40.6,399.5,91518,0,NA,NA,2.06,8.776,11.358
11/1/83,0,91.1,87.9,1.0522,1.1943,61.3,NA,13.9,100,NA,NA,12.93,13.61,12.41,11.589,1737,307,644,13.43,69.2,55,66,282.1,NA,0.22,101.1,29.2,130.64,NA,3726.9,10.1,3.3,166.4,165.23,605.47,392.5,40.6,385.1,91871,0,NA,NA,2.35,9.186,11.357
12/1/83,0,94.2,91,1.4679,1.4625,61.7,NA,14.2,98,7,NA,13.07,13.75,12.58,11.801,1694,301,773,13.43,74.8,59.6,69.9,281.6,NA,0.23,102.34,29.65,131.79,7.8,3744.4,9.8,3.8,164.93,164.36,589.59,369.75,40.5,369.8,92227,2,NA,NA,2.36,9.276,11.532
1/1/84,0,100.1,97,1.4903,1.981,62.1,NA,13.6,98,NA,NA,12.92,13.65,12.2,11.642,1867,302,691,13.29,63.7,52.7,60.5,283.4,NA,0.23,103.22,29.95,135.51,NA,3754.1,10,4.2,163.41,166.39,554.69,351,40.6,350.9,92673,1,NA,NA,2.11,9.209,11.305
2/1/84,0,97.4,93.2,0.8238,1.2506,62.5,NA,13.4,98,NA,NA,12.88,13.59,12.08,12.055,2043,301,696,13.25,64.9,52.7,61.3,286.2,NA,0.22,103.09,30.45,128.25,NA,3764.1,8.9,4.6,157.06,157.25,511.11,339.25,41.1,340.5,93154,0,NA,NA,2.25,9.462,11.814
3/1/84,0,101,97.7,0.6151,0.7706,62.7,NA,12.1,94,5.07,NA,13.33,13.99,12.57,12.471,1773,321,641,13.55,60.9,52.7,58.9,291.9,NA,0.31,101.61,30.8,128.22,8.5,3781.4,8.3,4.8,159.18,157.44,510.19,345.5,40.7,345.5,93429,2,NA,NA,2.41,10.042,12.194
4/1/84,0,96.1,91.4,0.7539,0.9594,63,NA,11.9,88,NA,NA,13.59,14.31,12.81,12.798,1826,327,639,13.73,63.2,54,61,288,NA,0.25,101.94,30.25,132.64,NA,3795.3,8.5,4.6,160.05,157.6,496.91,369.25,40.8,369.4,93792,2,NA,NA,2.34,10.063,12.53
5/1/84,0,98.1,90.6,0.7225,0.9331,63.3,NA,10.9,92,NA,NA,14.18,14.74,13.28,13.804,1790,334,615,14.29,59.2,54.1,58.6,288.9,NA,0.25,101.46,30.84,133.69,NA,3812.2,7.3,4.2,150.55,156.55,467.08,360.25,40.7,357.7,94100,1,NA,NA,3.09,10.098,13.699
6/1/84,0,95.5,89.8,0.5419,0.9384,63.6,NA,9.8,92,8.27,NA,14.4,15.05,13.55,13.839,1865,339,630,14.5,60.5,56.3,58.1,284.9,NA,0.24,100.1,29.77,136.26,8,3824.3,7.2,4.2,153.18,153.12,474.18,363,40.6,362.9,94479,2,NA,NA,2.5,10.287,13.714
7/1/84,0,96.6,91.9,0.1169,0.2852,63.7,NA,9.1,90,NA,NA,14.32,15.15,13.44,12.867,1650,340,619,14.67,54.1,57.8,56.1,275.7,NA,0.32,102.84,27.6,141.29,NA,3825.1,6.5,4.2,150.66,151.08,473.58,360.5,40.6,360.3,94792,1,NA,NA,2.13,10.819,12.776
8/1/84,0,99.1,93.7,0.0413,0.0533,63.9,NA,8.7,94,NA,NA,13.78,14.63,12.87,12.771,1573,344,567,14.38,54,49.1,53,279,NA,0.3,102.23,29.25,140.33,NA,3824.7,6,4.3,166.68,164.42,520.51,390.25,40.5,390.1,95034,1,NA,NA,1.08,11.045,12.761
9/1/84,0,100.9,96.4,-0.0805,0.086,64.1,NA,7.4,82,6.89,NA,13.56,14.35,12.66,12.431,1566,342,662,14.26,47.2,46.8,50,270.1,NA,0.31,98.56,29.66,147.55,7,3843.4,5.9,4.3,166.1,166.11,517.61,398,40.5,398,95344,3,NA,NA,1.22,10.607,12.452
10/1/84,0,96.3,91.6,0.1266,0.2631,64.2,NA,6.4,82,NA,NA,13.33,13.94,12.63,11.741,1532,345,687,14.05,52.9,45.6,50.8,265.2,NA,0.35,100.01,28.47,146.39,NA,3859.3,5.1,4.3,166.09,164.82,529.64,419.25,40.5,419.3,95630,6,NA,NA,2.17,9.345,11.534
11/1/84,0,95.7,91.5,0.2217,0.7005,64.5,NA,6.5,80,NA,NA,12.88,13.48,12.29,11.528,1689,350,597,13.42,52,45.7,50.3,267.2,NA,0.35,100.29,27.33,149.21,NA,3892.1,5.5,4.1,163.58,166.27,522.25,401.5,40.4,401.3,95979,4,NA,NA,2.14,8.704,11.242
12/1/84,0,92.9,87.9,-0.1215,0.1497,64.6,NA,6,78,22.88,NA,12.74,13.4,12.13,11.514,1672,353,597,13.14,52.8,47.3,50.6,258,NA,0.28,101.31,26.42,151.47,5.6,3923.8,5.8,3.9,167.24,164.48,558.13,381.75,40.5,381.7,96107,7,NA,NA,3.12,8.109,11.076
1/1/85,0,96,90.3,-0.1669,-0.1748,64.7,NA,5.3,78,NA,NA,12.64,13.26,12.08,11.173,1706,355,645,12.93,51.8,45.9,50.3,255.2,48.92,0.27,102.06,26.38,152.72,NA,3951.2,6.1,3.5,179.63,171.61,609.5,370.75,40.3,374.9,96373,8,NA,NA,3.03,8.368,10.795
2/1/85,0,93.7,86.5,0.1674,-0.0221,64.8,NA,4.7,76,NA,NA,12.66,13.23,12.13,11.891,1709,358,682,13.02,51.8,44.8,49.9,251.7,48.38,0.28,100.41,26.2,160.41,NA,3971.5,6.8,3.5,181.18,180.88,630.98,391.75,40.1,388.7,96497,11,NA,NA,3.01,8.539,11.551
3/1/85,0,93.7,87.3,0.0394,0.5485,65,NA,5,76,5.75,NA,13.13,13.69,12.56,11.647,1775,356,671,13.29,49.1,44,47.8,256,49.34,0.29,100.83,28.29,149.18,4.6,3977.4,6.6,3.7,180.66,179.42,603.08,382.5,40.4,382.6,96843,5,NA,NA,3.28,8.451,11.334
4/1/85,0,94.6,87,-0.0822,-0.4119,65.1,NA,4.5,78,NA,NA,12.89,13.51,12.23,11.385,1711,357,620,13.12,51.3,43.8,48.2,255.5,51.03,0.27,100.65,27.65,149.7,NA,3986.7,6.6,3.7,179.83,180.62,573.74,398.25,40.5,398.2,97039,4,NA,NA,3.16,8.118,10.88
5/1/85,0,91.8,84.2,-0.1182,0.4873,65.3,NA,4.3,80,NA,NA,12.47,13.15,11.72,10.264,1757,358,678,12.71,49.5,40.4,47.1,247.7,50.39,0.28,102.15,27.82,147.86,NA,4002.4,7.2,3.8,189.55,184.9,645.16,393.5,40.4,393.5,97313,6,NA,NA,2.88,7.302,9.762
6/1/85,0,96.5,91.1,-0.4473,-0.6263,65.3,NA,4.6,74,9.24,NA,11.7,12.4,10.94,10.179,1764,354,722,12.15,50.7,40.2,47.8,239.1,49.63,0.28,101.41,26.85,146.12,3.7,4032.7,7.8,3.8,191.85,188.89,664.09,392.25,40.5,392.4,97459,5,NA,NA,2.63,7.008,9.593
7/1/85,0,94,87.4,-0.1532,-0.3985,65.3,NA,4.7,70,NA,NA,11.69,12.43,10.97,10.51,1745,351,766,12.03,52.5,41.8,47.9,242.4,50.18,0.26,101.56,27.1,137.26,NA,4054,8.9,3.6,190.92,192.54,692.88,378.25,40.4,378.1,97649,6,NA,NA,2.43,7.484,9.92
8/1/85,0,92.4,86.3,0.3708,0.719,65.5,NA,4.9,62,NA,NA,11.76,12.5,11.05,10.267,1859,348,726,12.11,51.8,43,47.7,240.5,49.52,0.26,102.64,28,138.2,NA,4066.1,10.2,3.3,188.63,188.31,690.66,403.75,40.6,403.6,97842,2,NA,NA,2.43,7.356,9.77
9/1/85,0,92.1,84.2,0.0415,0.3241,65.7,NA,5.2,68,11.7,NA,11.75,12.48,11.06,10.273,1970,349,678,12.17,54.6,45.5,49.9,237.9,49.13,0.3,102.73,28.89,132.12,4.3,4078.8,11.1,3.1,182.08,184.06,640.57,408.5,40.6,408.2,98045,5,NA,NA,2.45,7.276,9.721
10/1/85,0,88.4,80.8,-0.1616,-0.3932,65.8,NA,5.1,68,NA,NA,11.69,12.36,11.02,9.94,1792,353,655,12.01,53.4,45.9,50.9,233.4,47.57,0.27,102.89,30.4,129.39,NA,4089.2,11.8,3.2,189.82,186.18,658.01,405.75,40.7,404.2,98233,8,NA,NA,2.25,7.419,9.426
11/1/85,0,90.9,84.5,0.2369,0.4942,66,NA,4.7,66,NA,NA,11.29,11.99,10.55,9.56,1739,353,733,11.58,57.2,45.2,52,235.9,47.1,0.29,102.79,29.73,124.99,NA,4091.4,11.8,3.5,202.17,197.45,690.31,392.25,40.7,392.3,98442,8,NA,NA,1.73,7.376,9.07
12/1/85,0,93.9,88.1,0.3754,0.4184,66.2,NA,4.7,66,6.28,NA,10.89,11.58,10.16,8.986,1844,346,721,11.09,54.8,45.2,50.7,237.6,46.84,0.28,102.72,26.35,123.46,4.3,4100.9,12.4,3.8,211.28,207.26,708.21,385.25,40.9,385.1,98609,8,NA,NA,0.99,7.243,8.494
1/1/86,0,95.6,85.3,-0.1405,0.7643,66.3,NA,4.3,60,NA,NA,10.75,11.44,10.05,9.049,1899,352,733,10.89,56.7,44.9,51.2,235.7,45.5,0.25,105.37,19.66,121.52,NA,4099.8,11.6,3.9,211.78,208.19,748.46,367.25,40.7,367.1,98734,7,NA,12.99,1.05,7.176,8.506
2/1/86,0,95.9,87.8,-0.5696,-0.8026,66.3,NA,4.3,56,NA,NA,10.4,11.11,9.67,8.134,1816,351,728,10.51,57.1,44.7,51,231,44.56,0.24,104.23,13.23,115.08,NA,4116.7,10.9,3.1,226.92,219.37,792.26,372.25,40.7,372,98841,9,NA,12.4,0.84,7.229,7.925
3/1/86,0,95.1,86.9,-0.2526,-0.2619,66.4,NA,4,48,5.58,NA,9.79,10.5,9,7.344,1830,336,880,10.1,54.5,43.7,51,220.8,42.68,0.25,101.53,10.4,117.92,4.2,4157.6,11.8,2.3,238.9,232.33,830.84,382.75,40.7,382.9,98935,10,NA,12.06,0.3,6.51,7.179
4/1/86,0,96.2,88.5,-0.0818,0.5578,66.7,NA,4.4,54,NA,NA,9.51,10.19,8.79,7.335,1910,336,857,9.86,54.4,42.5,49.7,220,42.56,0.23,104.53,13.34,112.14,NA,4203.8,12.4,1.6,235.52,237.98,792.2,385.75,40.5,388.7,99122,9,NA,11.97,0.31,6.256,7.113
5/1/86,0,94.8,87.5,-0.4471,-0.1921,66.7,NA,4.4,50,NA,NA,9.69,10.29,9.09,8.051,1847,337,789,10.38,61.1,46.9,53.4,222.9,42.91,0.23,102.45,14.25,117.64,NA,4238.1,13.4,1.5,247.35,238.46,803.36,384.5,40.7,384.6,99249,11,NA,11.92,0.86,6.484,7.836
6/1/86,0,99.3,90.3,-0.1353,-0.2502,66.7,NA,4.5,62,11.15,NA,9.73,10.34,9.13,7.321,1840,340,728,10.62,55.3,44.4,50.5,228.6,43.38,0.23,104.63,13.85,111.31,3.7,4252.2,13.4,1.8,250.84,245.3,782.75,370.5,40.7,370.6,99155,10,NA,12.04,0.88,6.154,7.212
7/1/86,0,97.7,88.5,0.0892,0.4977,67,NA,4.1,66,NA,NA,9.52,10.16,8.88,7.275,1830,349,698,10.4,51.2,43.9,48,228.1,42.73,0.2,103.2,11.15,108.03,NA,4283.3,13.8,1.6,236.12,240.18,716.13,362,40.6,373.1,99473,7,NA,12.57,0.74,5.91,6.963
8/1/86,0,94.9,85.9,0.1523,0.0612,67.1,NA,4.1,70,NA,NA,9.44,10.18,8.72,6.919,1774,350,621,9.93,58.4,45.9,52.6,213.3,41.17,0.23,104.33,15.9,106.39,NA,4307.6,13.8,1.6,252.93,245,772,405.25,40.7,405.1,99587,8,NA,12.19,1,5.275,6.412
9/1/86,0,91.9,81.3,0.2376,0.6969,67.4,NA,4.2,72,18.19,NA,9.55,10.21,8.89,7.421,1733,354,763,10.1,57.3,48.2,52.4,228.7,42.95,0.29,106.4,14.75,106.76,3.2,4326.7,13.9,1.8,231.32,238.27,800.38,395.5,40.7,395.5,99934,8,NA,12.16,1.56,5.319,6.951
10/1/86,0,95.6,87.1,-0.0356,-0.1738,67.4,NA,3.9,72,NA,NA,9.54,10.24,8.86,7.321,1722,357,669,9.89,54.5,48.2,51.2,241.5,43.75,0.25,105.4,15.28,109.2,NA,4350.4,14.3,1.5,243.98,237.36,835.38,376.5,40.6,376.6,100120,5,NA,12.01,1.58,5.326,6.739
11/1/86,0,91.4,81.6,0.2866,0.1278,67.5,NA,4.1,72,NA,NA,9.37,10.07,8.68,7.136,1690,354,707,9.5,57,42.2,51.2,245.14,44.57,0.26,104,15,105.91,NA,4362.7,15.2,1.3,249.22,245.09,845.91,363,40.7,363.1,100306,5,NA,12.11,1.21,5.524,6.665
12/1/86,0,89.1,78.3,0.0532,1.0948,67.9,NA,4.2,74,8.78,NA,9.23,9.98,8.49,7.223,1956,357,784,9.29,55.4,38.4,50.5,249.76,45.69,0.26,107.93,18,103.59,2.9,4396.2,16.9,1.1,242.17,248.61,807.17,358.25,40.8,358.4,100511,6,NA,12.09,0.2,5.807,6.811
1/1/87,0,90.4,80.9,0.0609,-0.9249,67.7,NA,3.9,82,NA,NA,9.04,9.73,8.36,7.178,1737,356,709,9.08,59.8,46.3,54.9,250.79,46.52,0.28,104.82,18.75,99.85,NA,4393.4,17.5,1.5,274.08,264.51,874.88,351.25,40.8,351.4,100683,5,NA,11.44,0.65,5.753,6.701
2/1/87,0,90.2,81.6,0.6826,1.8483,68.2,NA,4.3,78,NA,NA,9.03,9.65,8.38,7.159,1736,357,732,9.07,55.4,46.7,52.6,245.25,47.12,0.31,110.22,16.57,99.22,NA,4383,16.9,2.1,284.2,280.93,935.68,348.75,41.2,348.7,100915,5,NA,11.47,1.15,5.586,6.709
3/1/87,0,90.8,83.3,0.3741,0.2941,68.4,NA,4.3,84,8.39,NA,8.98,9.61,8.36,7.537,1752,358,713,9.03,61.6,46.5,55,247.22,47.26,0.29,110.37,18.8,97.5,2.7,4381.9,15.8,3,291.7,292.47,919.69,333.25,41,333.3,101164,5,NA,11.51,1.12,5.923,7.085
4/1/87,0,92.8,84.7,0.3491,0.4915,68.6,NA,3.9,80,NA,NA,9.35,10.04,8.85,8.179,1646,358,735,10.47,59.8,45.9,55.5,262.2,49.81,0.29,109.12,18.73,96.09,NA,4391.2,16.1,3.8,288.36,289.32,914.12,336.25,40.8,336.2,101502,4,NA,12.2,1.65,5.545,7.79
5/1/87,0,91.1,80.6,0.3428,0.6981,68.8,NA,3.8,90,NA,NA,9.81,10.51,9.33,8.463,1542,353,651,10.7,63.4,47.5,57.2,275.93,51.79,0.29,108.92,19.38,97.65,NA,4389.5,14.4,3.9,290.1,289.12,976.68,331.25,41,331.1,101728,3,NA,12.43,1.76,5.823,8.153
6/1/87,0,91.5,80.8,0.4703,0.3519,68.9,NA,3.7,90,13.21,NA,9.87,10.52,9.32,8.367,1565,358,637,10.35,61.2,52.4,57.4,278.67,52.79,0.29,110.32,20.29,98.25,3.4,4374.6,12.5,3.7,304,301.38,1026.08,322.25,40.9,322,101900,2,NA,12.16,1.67,5.869,8.006
7/1/87,0,93.7,83.3,0.4861,0.9643,69.2,NA,4.1,92,NA,NA,9.91,10.61,9.41,8.652,1558,360,658,10.27,64,44.7,57.5,287.36,53.37,0.3,111.27,21.37,99.79,NA,4369.2,10.8,3.9,318.66,310.09,1076.66,324.75,41,324.8,102247,3,NA,12.27,1.87,6.23,8.207
8/1/87,0,94.4,85.8,0.3658,0.5148,69.4,NA,4.2,92,NA,NA,10.14,10.8,9.67,8.967,1553,362,657,10.33,62.7,49.3,59.3,290.53,53.46,0.3,108.88,19.73,97.41,NA,4364.7,9.8,4.3,329.8,329.36,1060.85,320,40.9,320.2,102418,1,NA,12.29,2.03,6.389,8.526
9/1/87,0,93.6,84.2,0.8102,0.6037,69.7,NA,4.3,90,6.9,NA,10.64,11.31,10.18,9.587,1556,362,666,11.02,62.1,49.2,60,293.41,54,0.32,110.93,19.59,98.58,3.3,4367.6,8.8,4.4,321.83,318.66,1047.68,309.75,40.8,305.8,102646,2,NA,13.2,2.2,6.786,9.164
10/1/87,0,89.3,80.4,0.9176,1.2467,70.1,NA,4.7,100,NA,NA,10.97,11.62,10.52,8.875,1488,361,650,10.97,65.3,50.7,60.7,291.9,54.49,0.32,111.33,19.96,93.7,NA,4379,8.8,4.5,251.79,280.16,757.24,299.75,41.1,299.9,103138,0,NA,13.97,2.23,5.4,8.309
11/1/87,0,83.1,72.7,0.5481,0.4868,70.3,NA,3.9,98,NA,NA,10.54,11.23,10.01,8.972,1498,363,625,10.55,59.3,51.2,58.8,291,55.35,0.32,111.39,18.51,89.32,NA,4377.9,6.8,4.5,230.3,245.01,695.14,306.75,41,306.9,103370,0,NA,13.59,2.17,5.452,8.461
12/1/87,0,86.8,76.7,0.1752,0.7508,70.7,NA,3.4,100,13.72,NA,10.59,11.29,10.11,8.859,1383,366,595,10.61,61.5,50.8,61,297.81,56.16,0.29,111.23,16.7,85.4,4.4,4380.6,3.5,4.4,247.08,240.96,748.86,318.75,41,317.7,103664,0,NA,13.33,2.22,5.849,8.399
1/1/88,0,90.8,80.9,0.1399,-0.1856,70.6,NA,3.6,98,NA,NA,10.37,11.07,9.88,8.256,1279,367,585,10.16,60.3,50.7,57.5,289.42,54.83,0.33,109.34,16.94,90.33,NA,4394.3,3.6,4,257.07,250.48,764.29,340.75,41.1,340.5,103758,1,NA,12.96,1.84,5.8,7.752
2/1/88,0,91.6,81.9,0.4988,0.7947,71,NA,3.6,100,NA,NA,9.89,10.62,9.4,8.149,1478,357,663,9.87,57,48.1,56.2,287.48,55.54,0.35,111.44,16.01,90.49,NA,4422.3,3.7,3.9,267.82,258.13,834.96,318.75,41.1,318.9,104211,0,NA,12.6,1.63,5.765,7.649
3/1/88,0,94.6,85.2,0.3266,0.5468,71.2,NA,4,100,35,NA,9.86,10.57,9.38,8.542,1568,372,669,10.05,57.9,41.9,54.6,297.33,57.26,0.32,112.15,17.08,88.37,4.3,4438.1,3.8,3.9,258.89,265.74,863.05,305.5,40.9,306,104487,1,NA,12.98,1.79,5.854,8.033
4/1/88,0,91.2,82.4,0.1573,0.4993,71.4,NA,4,98,NA,NA,10.15,10.9,9.67,8.889,1469,365,699,10.28,57.6,51,55.8,298.68,55.99,0.33,111.65,17.99,89.14,NA,4447.9,3.3,3.9,261.33,262.61,842,313,41,313.2,104732,0,NA,13.08,1.85,6.167,8.332
5/1/88,0,94.8,87.3,0.2046,-0.031,71.5,NA,4.1,98,NA,NA,10.37,11.04,9.9,9.151,1484,367,684,10.58,57.7,51.2,55.5,303.29,57.24,0.32,112.79,17.43,91.11,NA,4458.7,3.5,3.9,262.16,256.12,826.31,313.75,41,314.1,104961,1,NA,13.18,2,6.593,8.703
6/1/88,0,94.7,85.7,0.2042,0.7467,71.8,NA,4.2,100,9.13,NA,10.36,11,9.86,8.873,1527,365,717,10.39,63.6,48.2,59.3,308.21,57.28,0.33,113.87,15.16,95.4,4.5,4457.9,4.7,4,273.5,270.68,908.15,308.25,41.1,307,105324,0,NA,12.99,1.41,6.757,8.471
7/1/88,0,93.4,82.3,-0.0268,0.0616,71.9,NA,3.8,96,NA,NA,10.47,11.11,9.96,9.105,1479,365,679,10.49,60.6,54.5,58.2,309.76,57.37,0.33,112.69,16.31,97.54,NA,4449.3,5.2,4.1,272.02,269.05,886.2,325.75,41.1,325.9,105546,1,NA,12.98,1.31,7.129,8.72
8/1/88,0,97.4,88.8,-0.0227,0.0143,72.1,NA,3.7,98,NA,NA,10.58,11.21,10.11,9.236,1501,365,688,10.67,59.2,49.4,56,306.02,58.16,0.31,112.1,15.18,98.44,NA,4443.6,5.2,4,261.52,263.73,846.62,314.75,40.9,314.9,105670,1,NA,13.21,1.25,7.503,8.952
9/1/88,0,97.3,89.5,0.2005,0.1852,72.2,NA,3.4,96,5.81,NA,10.28,10.9,9.82,8.935,1476,363,703,10.42,58.6,49.5,54.5,303.42,56.44,0.35,113.46,13.37,97.7,4.2,4430.3,4.8,4.2,271.91,267.97,906.81,301,41,300.9,106009,1,NA,13.21,0.79,7.522,8.688
10/1/88,0,94.1,87,0.391,0.7,72.5,NA,3.4,94,NA,NA,9.9,10.41,9.5,8.644,1558,355,718,10.22,57.2,49.2,55.4,309.88,56.98,0.35,113.41,13.58,93.67,NA,4429.7,3.6,4.2,278.97,277.4,926.72,291.25,41.1,291.4,106277,1,NA,13.22,0.5,7.579,8.345
11/1/88,0,93,86.3,0.4482,0.3599,72.7,NA,4,94,NA,NA,9.91,10.48,9.45,9.054,1550,366,628,10.39,58.4,51.6,55.6,311.84,56.49,0.36,114.16,15.32,90.5,NA,4442.2,4.2,4.2,273.7,271.02,936.52,290.5,41.1,293.5,106616,0,NA,13.39,0.61,8.061,8.904
12/1/88,0,91.9,85.5,0.4524,0.8297,73.1,NA,4.1,98,6.46,NA,10.03,10.65,9.57,9.137,1543,368,658,10.77,59,49.9,56,321.14,59.09,0.33,118.13,17,92.53,3.8,4439.4,4.9,4.4,277.72,276.51,969.84,292,40.9,291.9,106906,1,NA,13.45,0.35,8.358,9.133
1/1/89,0,97.9,89.9,-0.0332,0.461,73.3,NA,4.1,96,NA,NA,10.05,10.65,9.62,8.98,1507,369,719,10.6,57.3,46.7,54.7,332.35,59.66,0.27,117.04,17.03,96.75,NA,4420.1,3.9,4.7,297.47,285.41,1071.5,289.75,41.1,289.9,107168,2,NA,13.39,-0.03,8.655,9.032
2/1/89,0,95.4,88.8,-0.3311,-0.4714,73.3,NA,3.2,94,NA,NA,10.05,10.61,9.64,9.295,1422,373,622,10.78,57.3,49,54.1,331.25,59.75,0.28,115.77,18.15,94.91,NA,4405,3.4,4.8,288.86,294.01,1051.42,303.75,41.2,313.1,107426,2,NA,13.5,-0.19,8.973,9.389
3/1/89,0,94.3,87.6,-0.1678,-0.134,73.4,NA,2.2,74,4.5,NA,10.18,10.67,9.8,9.275,1248,375,567,11.19,52,48.3,51.5,333.57,59.87,0.29,112.82,21.38,98.22,4.3,4399.8,2.8,5,294.87,292.71,1060.16,321.5,41.1,321.3,107619,2,NA,13.93,-0.49,9.184,9.469
4/1/89,0,91.5,83.2,-0.457,0.1211,73.5,NA,2.3,70,NA,NA,10.14,10.61,9.79,9.053,1415,376,608,11.03,53.1,47.4,52.2,332.77,60.18,0.27,115.03,20.42,97.72,NA,4380.3,1.4,5.1,309.64,302.25,1142.79,309,41.1,308.7,107792,10,NA,14.39,-0.66,8.772,9.098
5/1/89,0,90.7,80.1,-0.6596,-0.9069,73.4,NA,1.5,62,NA,NA,9.95,10.46,9.57,8.6,1420,377,656,10.5,50.7,44.9,49.3,329,58.56,0.26,112.89,19.9,102.91,NA,4373.4,0.4,5.4,320.52,313.93,1152.33,324.5,41,324.3,107910,8,NA,14.08,-0.95,8.908,8.643
6/1/89,0,90.6,82,-0.7519,-0.2662,73.4,NA,0.9,64,14.12,NA,9.5,10.03,9.1,8.077,1359,375,642,10.07,45.6,47.5,47.3,328.03,58.09,0.26,113.1,20.27,102.14,3.7,4388.3,-0.6,5.2,317.98,323.73,1148.77,339,40.9,338.7,108026,10,NA,13.89,-1.25,8.234,8.014
7/1/89,0,92,85.5,-0.3846,-1.1238,73.3,NA,0.4,50,NA,NA,9.34,9.87,8.93,7.804,1319,369,731,9.81,45.8,46.2,45.9,325.73,57.65,0.25,109.14,18.31,97.5,NA,4414.1,-0.5,5,346.08,331.93,1277.74,339.75,40.9,339.7,108066,8,NA,14.05,-1.22,8.042,7.547
